incorrect,correct,error_type,language,task
"norave","normave","missing_letter","sq","albanian_spelling_correction"
"mittess","mitess","extra_letter","sq","albanian_spelling_correction"
"parafjala","parafjalë","case_ending_error","sq","albanian_spelling_correction"
"toppi","topi","extra_letter","sq","albanian_spelling_correction"
"pammë","pamë","extra_letter","sq","albanian_spelling_correction"
"kmounikim","komunikim","letter_transposition","sq","albanian_spelling_correction"
"dieli","dielli","digraph_reduction","sq","albanian_spelling_correction"
"vëmendja","vëmendje","case_ending_error","sq","albanian_spelling_correction"
"pesëmij","pesëmijë","drop_final_vowel","sq","albanian_spelling_correction"
"resekt","respekt","missing_letter","sq","albanian_spelling_correction"
"psataj","pastaj","letter_transposition","sq","albanian_spelling_correction"
"cimoread","cimokread","missing_letter","sq","albanian_spelling_correction"
"ligeve","ligjeve","missing_letter","sq","albanian_spelling_correction"
"tellevizor","televizor","extra_letter","sq","albanian_spelling_correction"
"komunikimit","komunikimin","case_ending_error","sq","albanian_spelling_correction"
"ndriqon","ndriçon","c_q_confusion","sq","albanian_spelling_correction"
"palestrat","palestra","case_ending_error","sq","albanian_spelling_correction"
"kërkjmë","kërkojmë","missing_letter","sq","albanian_spelling_correction"
"inxhinierit","inxhinieri","case_ending_error","sq","albanian_spelling_correction"
"dieell","diell","extra_letter","sq","albanian_spelling_correction"
"vteen","veten","letter_transposition","sq","albanian_spelling_correction"
"kirtik","kritik","letter_transposition","sq","albanian_spelling_correction"
"lexxon","lexon","extra_letter","sq","albanian_spelling_correction"
"knaal","kanal","letter_transposition","sq","albanian_spelling_correction"
"kulura","kultura","missing_letter","sq","albanian_spelling_correction"
"gjat","gjatë","case_ending_error","sq","albanian_spelling_correction"
"lexojn","lexojnë","drop_final_vowel","sq","albanian_spelling_correction"
"këturl","këtuurl","missing_letter","sq","albanian_spelling_correction"
"fëmjë","fëmijë","missing_letter","sq","albanian_spelling_correction"
"rregul","rregull","digraph_reduction","sq","albanian_spelling_correction"
"mjeeku","mjeku","extra_letter","sq","albanian_spelling_correction"
"zoggu","zogu","extra_letter","sq","albanian_spelling_correction"
"macjat","macja","case_ending_error","sq","albanian_spelling_correction"
"muzze","muze","extra_letter","sq","albanian_spelling_correction"
"hena","hëna","missing_diacritic","sq","albanian_spelling_correction"
"mësmin","mësimin","missing_letter","sq","albanian_spelling_correction"
"ceni","qeni","c_q_confusion","sq","albanian_spelling_correction"
"guxishëm","guximshëm","missing_letter","sq","albanian_spelling_correction"
"njëëqind","njëqind","extra_letter","sq","albanian_spelling_correction"
"cimakode","cimarkode","missing_letter","sq","albanian_spelling_correction"
"dëggjon","dëgjon","extra_letter","sq","albanian_spelling_correction"
"nresh","nrepsh","missing_letter","sq","albanian_spelling_correction"
"shkkr","shkr","extra_letter","sq","albanian_spelling_correction"
"demmokr","demokr","extra_letter","sq","albanian_spelling_correction"
"moddern","modern","extra_letter","sq","albanian_spelling_correction"
"lktuurë","ltkuurë","letter_transposition","sq","albanian_spelling_correction"
"msëimin","mësimin","letter_transposition","sq","albanian_spelling_correction"
"shkkurtër","shkurtër","extra_letter","sq","albanian_spelling_correction"
"ktemeiprer","ktemesiprer","missing_letter","sq","albanian_spelling_correction"
"ralbib","ralibib","missing_letter","sq","albanian_spelling_correction"
"mëim","mësim","missing_letter","sq","albanian_spelling_correction"
"rriiten","rriten","extra_letter","sq","albanian_spelling_correction"
"zyre","zyrë","missing_diacritic","sq","albanian_spelling_correction"
"reciroke","reciproke","missing_letter","sq","albanian_spelling_correction"
"shkuaj","shkruaj","missing_letter","sq","albanian_spelling_correction"
"bbaaa","bbaa","extra_letter","sq","albanian_spelling_correction"
"sthëpisë","shtëpisë","letter_transposition","sq","albanian_spelling_correction"
"lummë","lumë","extra_letter","sq","albanian_spelling_correction"
"lexojne","lexojnë","case_ending_error","sq","albanian_spelling_correction"
"diskutojma","diskutojmë","case_ending_error","sq","albanian_spelling_correction"
"main","makin","missing_letter","sq","albanian_spelling_correction"
"qyttit","qytetit","missing_letter","sq","albanian_spelling_correction"
"lexojme","lexojmë","case_ending_error","sq","albanian_spelling_correction"
"përara","përpara","missing_letter","sq","albanian_spelling_correction"
"ëskaf","ëshkaf","digraph_reduction","sq","albanian_spelling_correction"
"shç","shq","c_q_confusion","sq","albanian_spelling_correction"
"nëjmbëdhjetë","njëmbëdhjetë","letter_transposition","sq","albanian_spelling_correction"
"teme","temë","missing_diacritic","sq","albanian_spelling_correction"
"prëbashkët","përbashkët","letter_transposition","sq","albanian_spelling_correction"
"bleeu","bleu","extra_letter","sq","albanian_spelling_correction"
"garmatikë","gramatikë","letter_transposition","sq","albanian_spelling_correction"
"ëshhkaf","ëshkaf","extra_letter","sq","albanian_spelling_correction"
"tetëmbëdjetë","tetëmbëdhjetë","digraph_reduction","sq","albanian_spelling_correction"
"jgja","jgje","case_ending_error","sq","albanian_spelling_correction"
"gjethë","gjethe","case_ending_error","sq","albanian_spelling_correction"
"klaasës","klasës","extra_letter","sq","albanian_spelling_correction"
"apllikacion","aplikacion","extra_letter","sq","albanian_spelling_correction"
"sisteatike","sistematike","missing_letter","sq","albanian_spelling_correction"
"pesshku","peshku","extra_letter","sq","albanian_spelling_correction"
"dit","ditë","case_ending_error","sq","albanian_spelling_correction"
"fammil","famil","extra_letter","sq","albanian_spelling_correction"
"tteëmbëdhjetë","tetëmbëdhjetë","letter_transposition","sq","albanian_spelling_correction"
"tonat","tona","case_ending_error","sq","albanian_spelling_correction"
"dreejtësi","drejtësi","extra_letter","sq","albanian_spelling_correction"
"vperimtari","veprimtari","letter_transposition","sq","albanian_spelling_correction"
"shkrajm","shkruajm","missing_letter","sq","albanian_spelling_correction"
"nëtë","nëntë","missing_letter","sq","albanian_spelling_correction"
"sqip","shqip","digraph_reduction","sq","albanian_spelling_correction"
"vlefshma","vlefshme","case_ending_error","sq","albanian_spelling_correction"
"gejografi","gjeografi","letter_transposition","sq","albanian_spelling_correction"
"sutdiojn","studiojn","letter_transposition","sq","albanian_spelling_correction"
"tet","tetë","case_ending_error","sq","albanian_spelling_correction"
"sëhndetshëm","shëndetshëm","letter_transposition","sq","albanian_spelling_correction"
"fmmtianors","fmmtiranors","missing_letter","sq","albanian_spelling_correction"
"dreejton","drejton","extra_letter","sq","albanian_spelling_correction"
"skëlqen","shkëlqen","digraph_reduction","sq","albanian_spelling_correction"
"kallëzora","kallëzore","case_ending_error","sq","albanian_spelling_correction"
"biblioteke","bibliotekë","missing_diacritic","sq","albanian_spelling_correction"
"arrritur","arritur","extra_letter","sq","albanian_spelling_correction"
"shpejt","shpejtë","case_ending_error","sq","albanian_spelling_correction"
"pesku","peshku","digraph_reduction","sq","albanian_spelling_correction"
"passur","pasur","extra_letter","sq","albanian_spelling_correction"
"dwonload","download","letter_transposition","sq","albanian_spelling_correction"
"fjalit","fjali","case_ending_error","sq","albanian_spelling_correction"
"nënnë","nënë","extra_letter","sq","albanian_spelling_correction"
"kriik","kritik","missing_letter","sq","albanian_spelling_correction"
"cakuar","caktuar","missing_letter","sq","albanian_spelling_correction"
"qtyetit","qytetit","letter_transposition","sq","albanian_spelling_correction"
"plantet","planetet","missing_letter","sq","albanian_spelling_correction"
"komputer","kompjuter","missing_letter","sq","albanian_spelling_correction"
"problemë","probleme","case_ending_error","sq","albanian_spelling_correction"
"kimeud","kmieud","letter_transposition","sq","albanian_spelling_correction"
"geografisë","gjeografisë","digraph_reduction","sq","albanian_spelling_correction"
"legjisacion","legjislacion","missing_letter","sq","albanian_spelling_correction"
"ngoh","ngroh","missing_letter","sq","albanian_spelling_correction"
"sofisikuar","sofistikuar","missing_letter","sq","albanian_spelling_correction"
"radhen","radhën","missing_diacritic","sq","albanian_spelling_correction"
"babit","babi","case_ending_error","sq","albanian_spelling_correction"
"pershëndetje","përshëndetje","missing_diacritic","sq","albanian_spelling_correction"
"shkencetar","shkencëtar","missing_diacritic","sq","albanian_spelling_correction"
"nxenësit","nxënësit","missing_diacritic","sq","albanian_spelling_correction"
"diggraf","digraf","extra_letter","sq","albanian_spelling_correction"
"nnëtëmbëdhjetë","nëntëmbëdhjetë","letter_transposition","sq","albanian_spelling_correction"
"ustrim","ushtrim","digraph_reduction","sq","albanian_spelling_correction"
"skencorë","shkencorë","digraph_reduction","sq","albanian_spelling_correction"
"skhrim","shkrim","letter_transposition","sq","albanian_spelling_correction"
"kmoun","komun","letter_transposition","sq","albanian_spelling_correction"
"populit","popullit","digraph_reduction","sq","albanian_spelling_correction"
"kopht","kopsht","missing_letter","sq","albanian_spelling_correction"
"rëndëishëm","rëndësishëm","missing_letter","sq","albanian_spelling_correction"
"mëbshtetjes","mbështetjes","letter_transposition","sq","albanian_spelling_correction"
"nejrëz","njerëz","letter_transposition","sq","albanian_spelling_correction"
"dieli","dielli","missing_letter","sq","albanian_spelling_correction"
"pmaje","pamje","letter_transposition","sq","albanian_spelling_correction"
"tarditë","traditë","letter_transposition","sq","albanian_spelling_correction"
"ikikummno","iikkummno","letter_transposition","sq","albanian_spelling_correction"
"bsahku","bashku","letter_transposition","sq","albanian_spelling_correction"
"bessim","besim","extra_letter","sq","albanian_spelling_correction"
"sisstemi","sistemi","extra_letter","sq","albanian_spelling_correction"
"dokuent","dokument","missing_letter","sq","albanian_spelling_correction"
"tkaim","takim","letter_transposition","sq","albanian_spelling_correction"
"njerezit","njerëzit","missing_diacritic","sq","albanian_spelling_correction"
"lbirr","librr","letter_transposition","sq","albanian_spelling_correction"
"cillësor","cilësor","extra_letter","sq","albanian_spelling_correction"
"sisstematike","sistematike","extra_letter","sq","albanian_spelling_correction"
"kash","kafsh","missing_letter","sq","albanian_spelling_correction"
"mjedsin","mjedisin","missing_letter","sq","albanian_spelling_correction"
"arttikl","artikl","extra_letter","sq","albanian_spelling_correction"
"liget","ligjet","digraph_reduction","sq","albanian_spelling_correction"
"triim","trim","extra_letter","sq","albanian_spelling_correction"
"rsitohi","ristohi","letter_transposition","sq","albanian_spelling_correction"
"kommun","komun","extra_letter","sq","albanian_spelling_correction"
"palnifikuar","planifikuar","letter_transposition","sq","albanian_spelling_correction"
"tikkë","tikë","extra_letter","sq","albanian_spelling_correction"
"kommpjuter","kompjuter","extra_letter","sq","albanian_spelling_correction"
"vjera","vjetra","missing_letter","sq","albanian_spelling_correction"
"dramat","drama","case_ending_error","sq","albanian_spelling_correction"
"mbëshetjes","mbështetjes","missing_letter","sq","albanian_spelling_correction"
"ulemit","ulemi","case_ending_error","sq","albanian_spelling_correction"
"sohkët","shokët","letter_transposition","sq","albanian_spelling_correction"
"krahsoj","krahasoj","missing_letter","sq","albanian_spelling_correction"
"recciproke","reciproke","extra_letter","sq","albanian_spelling_correction"
"mesu","mësu","missing_diacritic","sq","albanian_spelling_correction"
"usqim","ushqim","digraph_reduction","sq","albanian_spelling_correction"
"krenarin","krenari","case_ending_error","sq","albanian_spelling_correction"
"sthatë","shtatë","letter_transposition","sq","albanian_spelling_correction"
"durar","duruar","missing_letter","sq","albanian_spelling_correction"
"demoraci","demokraci","missing_letter","sq","albanian_spelling_correction"
"pseëmijë","pesëmijë","letter_transposition","sq","albanian_spelling_correction"
"shkkruan","shkruan","extra_letter","sq","albanian_spelling_correction"
"qyet","qytet","missing_letter","sq","albanian_spelling_correction"
